patient_id,pre_contrast_phase,peak_enhancement_phase,selected_slice,peak_mean_intensity,normalisation_mean,normalisation_std,normalisation_source,phase_intensities
DUKE_048,0,3,77,266.01824951171875,107.41197111387145,219.96180796527074,global,Phase 0: 154.63; Phase 1: 212.86; Phase 2: 254.92; Phase 3: 266.02
DUKE_051,0,2,92,1757.8876953125,107.41197111387145,219.96180796527074,global,Phase 0: 787.31; Phase 1: 1706.23; Phase 2: 1757.89; Phase 3: 1659.52
DUKE_055,0,1,102,3439.22802734375,107.41197111387145,219.96180796527074,global,Phase 0: 1241.97; Phase 1: 3439.23; Phase 2: 3365.02; Phase 3: 3291.68; Phase 4: 3165.26
DUKE_057,0,3,37,394.2984619140625,107.41197111387145,219.96180796527074,global,Phase 0: 172.04; Phase 1: 292.86; Phase 2: 367.66; Phase 3: 394.30
DUKE_059,0,2,94,3731.87744140625,107.41197111387145,219.96180796527074,global,Phase 0: 1498.41; Phase 1: 3571.44; Phase 2: 3731.88; Phase 3: 3704.35
DUKE_060,0,2,53,3361.81591796875,107.41197111387145,219.96180796527074,global,Phase 0: 1551.37; Phase 1: 3255.99; Phase 2: 3361.82; Phase 3: 3284.49; Phase 4: 3255.67
DUKE_061,0,3,85,3090.676025390625,107.41197111387145,219.96180796527074,global,Phase 0: 1226.56; Phase 1: 2642.74; Phase 2: 2921.34; Phase 3: 3090.68
DUKE_064,0,2,91,3949.779052734375,107.41197111387145,219.96180796527074,global,Phase 0: 1717.53; Phase 1: 3535.11; Phase 2: 3949.78; Phase 3: 3925.00; Phase 4: 3930.15
DUKE_069,0,4,70,1747.64111328125,107.41197111387145,219.96180796527074,global,Phase 0: 776.52; Phase 1: 1451.60; Phase 2: 1658.89; Phase 3: 1746.49; Phase 4: 1747.64
DUKE_071,0,3,114,1905.777099609375,107.41197111387145,219.96180796527074,global,Phase 0: 927.67; Phase 1: 1772.20; Phase 2: 1904.09; Phase 3: 1905.78
DUKE_077,0,4,97,3255.811767578125,107.41197111387145,219.96180796527074,global,Phase 0: 1223.15; Phase 1: 2657.04; Phase 2: 3073.85; Phase 3: 3199.31; Phase 4: 3255.81
DUKE_082,0,2,48,314.5494384765625,107.41197111387145,219.96180796527074,global,Phase 0: 119.09; Phase 1: 306.55; Phase 2: 314.55; Phase 3: 309.54
DUKE_086,0,3,87,234.43861389160156,107.41197111387145,219.96180796527074,global,Phase 0: 69.29; Phase 1: 196.20; Phase 2: 227.31; Phase 3: 234.44
DUKE_090,0,2,112,4237.88330078125,107.41197111387145,219.96180796527074,global,Phase 0: 1472.93; Phase 1: 4122.17; Phase 2: 4237.88; Phase 3: 4085.82
DUKE_091,0,2,63,146.8897247314453,107.41197111387145,219.96180796527074,global,Phase 0: 60.67; Phase 1: 138.82; Phase 2: 146.89; Phase 3: 142.61; Phase 4: 135.82
DUKE_097,0,3,83,380.21795654296875,107.41197111387145,219.96180796527074,global,Phase 0: 143.49; Phase 1: 340.08; Phase 2: 372.71; Phase 3: 380.22
DUKE_099,0,4,76,3521.9169921875,107.41197111387145,219.96180796527074,global,Phase 0: 1640.98; Phase 1: 2759.47; Phase 2: 3234.82; Phase 3: 3454.71; Phase 4: 3521.92
DUKE_101,0,3,78,378.41790771484375,107.41197111387145,219.96180796527074,global,Phase 0: 170.94; Phase 1: 301.12; Phase 2: 361.62; Phase 3: 378.42; Phase 4: 375.29
DUKE_103,0,2,108,369.5367126464844,107.41197111387145,219.96180796527074,global,Phase 0: 118.56; Phase 1: 332.04; Phase 2: 369.54
DUKE_104,0,2,37,359.4527587890625,107.41197111387145,219.96180796527074,global,Phase 0: 147.22; Phase 1: 319.21; Phase 2: 359.45; Phase 3: 355.21
DUKE_105,0,2,77,3928.912109375,107.41197111387145,219.96180796527074,global,Phase 0: 1297.46; Phase 1: 3770.78; Phase 2: 3928.91; Phase 3: 3703.12; Phase 4: 3498.86
DUKE_107,0,2,33,5319.4384765625,107.41197111387145,219.96180796527074,global,Phase 0: 2309.85; Phase 1: 5130.74; Phase 2: 5319.44; Phase 3: 5292.82; Phase 4: 5296.46
DUKE_114,0,3,65,4057.734130859375,107.41197111387145,219.96180796527074,global,Phase 0: 1530.77; Phase 1: 3511.81; Phase 2: 3943.48; Phase 3: 4057.73
DUKE_115,0,2,41,3704.65283203125,107.41197111387145,219.96180796527074,global,Phase 0: 1425.56; Phase 1: 3448.13; Phase 2: 3704.65; Phase 3: 3666.04; Phase 4: 3574.43
DUKE_116,0,3,98,377.3594665527344,107.41197111387145,219.96180796527074,global,Phase 0: 126.45; Phase 1: 336.52; Phase 2: 373.17; Phase 3: 377.36
DUKE_117,0,2,109,3023.5537109375,107.41197111387145,219.96180796527074,global,Phase 0: 1091.99; Phase 1: 2733.04; Phase 2: 3023.55; Phase 3: 3020.72
DUKE_119,0,4,72,509.937255859375,107.41197111387145,219.96180796527074,global,Phase 0: 251.38; Phase 1: 428.48; Phase 2: 478.51; Phase 3: 495.66; Phase 4: 509.94
DUKE_120,0,1,14,423.7387390136719,107.41197111387145,219.96180796527074,global,Phase 0: 333.16; Phase 1: 423.74; Phase 2: 405.51; Phase 3: 376.06; Phase 4: 322.75
DUKE_123,0,1,45,1684.3719482421875,107.41197111387145,219.96180796527074,global,Phase 0: 748.82; Phase 1: 1684.37; Phase 2: 1604.46; Phase 3: 1597.68; Phase 4: 1526.07
DUKE_129,0,4,76,4087.034423828125,107.41197111387145,219.96180796527074,global,Phase 0: 1602.83; Phase 1: 3889.03; Phase 2: 4078.01; Phase 3: 4079.69; Phase 4: 4087.03
DUKE_132,0,2,87,273.9180603027344,107.41197111387145,219.96180796527074,global,Phase 0: 117.46; Phase 1: 266.86; Phase 2: 273.92; Phase 3: 269.76
DUKE_134,0,2,105,2529.775634765625,107.41197111387145,219.96180796527074,global,Phase 0: 837.23; Phase 1: 2433.95; Phase 2: 2529.78; Phase 3: 2406.67; Phase 4: 2330.36
DUKE_136,0,1,22,1474.68212890625,107.41197111387145,219.96180796527074,global,Phase 0: 577.79; Phase 1: 1474.68; Phase 2: 1395.78; Phase 3: 1339.82; Phase 4: 1286.19
DUKE_137,0,2,39,279.8016052246094,107.41197111387145,219.96180796527074,global,Phase 0: 157.41; Phase 1: 262.25; Phase 2: 279.80; Phase 3: 279.07
DUKE_141,0,2,76,451.5522766113281,107.41197111387145,219.96180796527074,global,Phase 0: 150.62; Phase 1: 387.36; Phase 2: 451.55; Phase 3: 448.34
DUKE_142,0,2,76,316.8763732910156,107.41197111387145,219.96180796527074,global,Phase 0: 129.66; Phase 1: 295.02; Phase 2: 316.88; Phase 3: 308.81
DUKE_144,0,3,69,305.99493408203125,107.41197111387145,219.96180796527074,global,Phase 0: 149.19; Phase 1: 272.82; Phase 2: 305.13; Phase 3: 305.99
DUKE_148,0,3,65,4562.62255859375,107.41197111387145,219.96180796527074,global,Phase 0: 1601.61; Phase 1: 4019.67; Phase 2: 4466.69; Phase 3: 4562.62; Phase 4: 4541.13
DUKE_150,0,3,81,1707.462158203125,107.41197111387145,219.96180796527074,global,Phase 0: 808.61; Phase 1: 1451.43; Phase 2: 1627.82; Phase 3: 1707.46; Phase 4: 1704.82
DUKE_156,0,2,113,158.10874938964844,107.41197111387145,219.96180796527074,global,Phase 0: 71.59; Phase 1: 138.04; Phase 2: 158.11; Phase 3: 156.88
DUKE_157,0,2,53,405.8404235839844,107.41197111387145,219.96180796527074,global,Phase 0: 162.10; Phase 1: 378.86; Phase 2: 405.84; Phase 3: 401.12
DUKE_160,0,3,79,3354.3828125,107.41197111387145,219.96180796527074,global,Phase 0: 1360.14; Phase 1: 3027.70; Phase 2: 3295.67; Phase 3: 3354.38; Phase 4: 3288.96
DUKE_163,0,1,96,4162.09716796875,107.41197111387145,219.96180796527074,global,Phase 0: 1496.01; Phase 1: 4162.10; Phase 2: 4085.99; Phase 3: 3944.96; Phase 4: 3765.93
DUKE_167,0,3,85,4152.03173828125,107.41197111387145,219.96180796527074,global,Phase 0: 1697.97; Phase 1: 3399.41; Phase 2: 3995.93; Phase 3: 4152.03
DUKE_168,0,2,109,370.0882568359375,107.41197111387145,219.96180796527074,global,Phase 0: 109.94; Phase 1: 362.92; Phase 2: 370.09; Phase 3: 356.90
DUKE_176,0,3,97,525.4547119140625,107.41197111387145,219.96180796527074,global,Phase 0: 237.92; Phase 1: 461.65; Phase 2: 521.98; Phase 3: 525.45; Phase 4: 502.96
DUKE_177,0,3,100,303.5571594238281,107.41197111387145,219.96180796527074,global,Phase 0: 186.76; Phase 1: 268.50; Phase 2: 303.42; Phase 3: 303.56
DUKE_178,0,2,106,1580.7650146484375,107.41197111387145,219.96180796527074,global,Phase 0: 699.72; Phase 1: 1483.25; Phase 2: 1580.77; Phase 3: 1411.19
DUKE_180,0,2,63,422.36376953125,107.41197111387145,219.96180796527074,global,Phase 0: 216.17; Phase 1: 384.09; Phase 2: 422.36; Phase 3: 422.19
DUKE_183,0,3,98,369.129638671875,107.41197111387145,219.96180796527074,global,Phase 0: 162.75; Phase 1: 328.88; Phase 2: 360.62; Phase 3: 369.13
DUKE_185,0,3,101,4223.94970703125,107.41197111387145,219.96180796527074,global,Phase 0: 2052.03; Phase 1: 3789.81; Phase 2: 4099.55; Phase 3: 4223.95
DUKE_189,0,2,63,333.242431640625,107.41197111387145,219.96180796527074,global,Phase 0: 145.13; Phase 1: 327.81; Phase 2: 333.24; Phase 3: 321.57; Phase 4: 311.88
DUKE_192,0,2,73,353.5605773925781,107.41197111387145,219.96180796527074,global,Phase 0: 134.42; Phase 1: 320.90; Phase 2: 353.56; Phase 3: 352.90
DUKE_198,0,3,59,342.2876892089844,107.41197111387145,219.96180796527074,global,Phase 0: 149.87; Phase 1: 287.34; Phase 2: 334.20; Phase 3: 342.29; Phase 4: 340.95
DUKE_202,0,3,86,239.94723510742188,107.41197111387145,219.96180796527074,global,Phase 0: 141.46; Phase 1: 185.49; Phase 2: 222.87; Phase 3: 239.95
DUKE_205,0,3,67,1396.7840576171875,107.41197111387145,219.96180796527074,global,Phase 0: 740.01; Phase 1: 1195.04; Phase 2: 1335.65; Phase 3: 1396.78
DUKE_211,0,1,76,408.03753662109375,107.41197111387145,219.96180796527074,global,Phase 0: 149.16; Phase 1: 408.04; Phase 2: 404.67; Phase 3: 392.08; Phase 4: 377.82
DUKE_217,0,2,33,3288.5595703125,107.41197111387145,219.96180796527074,global,Phase 0: 1733.23; Phase 1: 3200.07; Phase 2: 3288.56; Phase 3: 3127.30; Phase 4: 3036.00
DUKE_218,0,2,100,4141.81005859375,107.41197111387145,219.96180796527074,global,Phase 0: 1370.09; Phase 1: 4140.75; Phase 2: 4141.81; Phase 3: 4023.63; Phase 4: 4117.87
DUKE_225,0,3,73,1220.93115234375,107.41197111387145,219.96180796527074,global,Phase 0: 591.86; Phase 1: 1077.80; Phase 2: 1198.86; Phase 3: 1220.93
DUKE_228,0,1,117,4110.546875,107.41197111387145,219.96180796527074,global,Phase 0: 1353.77; Phase 1: 4110.55; Phase 2: 4020.20; Phase 3: 3833.06; Phase 4: 3728.02
DUKE_233,0,3,106,1849.6038818359375,107.41197111387145,219.96180796527074,global,Phase 0: 888.25; Phase 1: 1575.78; Phase 2: 1774.61; Phase 3: 1849.60
DUKE_234,0,3,95,3006.81884765625,107.41197111387145,219.96180796527074,global,Phase 0: 1397.49; Phase 1: 2703.56; Phase 2: 2968.52; Phase 3: 3006.82
DUKE_236,0,4,73,1859.0914306640625,107.41197111387145,219.96180796527074,global,Phase 0: 1172.52; Phase 1: 1541.76; Phase 2: 1702.07; Phase 3: 1803.98; Phase 4: 1859.09
DUKE_237,0,3,77,343.612060546875,107.41197111387145,219.96180796527074,global,Phase 0: 179.92; Phase 1: 302.84; Phase 2: 337.71; Phase 3: 343.61
DUKE_239,0,2,73,1772.6300048828125,107.41197111387145,219.96180796527074,global,Phase 0: 735.95; Phase 1: 1713.32; Phase 2: 1772.63; Phase 3: 1763.22
DUKE_240,0,2,90,1826.2764892578125,107.41197111387145,219.96180796527074,global,Phase 0: 696.90; Phase 1: 1662.90; Phase 2: 1826.28; Phase 3: 1808.50
DUKE_244,0,2,56,4076.26953125,107.41197111387145,219.96180796527074,global,Phase 0: 1870.28; Phase 1: 4030.08; Phase 2: 4076.27; Phase 3: 3941.73; Phase 4: 4014.46
DUKE_250,0,3,148,537.1656494140625,107.41197111387145,219.96180796527074,global,Phase 0: 136.78; Phase 1: 476.75; Phase 2: 525.49; Phase 3: 537.17
DUKE_253,0,2,70,399.44793701171875,107.41197111387145,219.96180796527074,global,Phase 0: 151.04; Phase 1: 360.51; Phase 2: 399.45
DUKE_255,0,3,80,1540.08935546875,107.41197111387145,219.96180796527074,global,Phase 0: 580.83; Phase 1: 1384.73; Phase 2: 1498.99; Phase 3: 1540.09
DUKE_256,0,3,67,301.30401611328125,107.41197111387145,219.96180796527074,global,Phase 0: 178.21; Phase 1: 260.46; Phase 2: 291.22; Phase 3: 301.30
DUKE_258,0,2,78,2423.29931640625,107.41197111387145,219.96180796527074,global,Phase 0: 1048.90; Phase 1: 2324.95; Phase 2: 2423.30
DUKE_260,0,2,43,5540.24169921875,107.41197111387145,219.96180796527074,global,Phase 0: 1997.63; Phase 1: 5189.74; Phase 2: 5540.24; Phase 3: 5420.55; Phase 4: 5377.60
DUKE_265,0,2,46,219.17791748046875,107.41197111387145,219.96180796527074,global,Phase 0: 94.27; Phase 1: 215.81; Phase 2: 219.18; Phase 3: 213.12; Phase 4: 202.23
DUKE_268,0,1,125,269.3441467285156,107.41197111387145,219.96180796527074,global,Phase 0: 114.60; Phase 1: 269.34; Phase 2: 261.98; Phase 3: 253.94
DUKE_269,0,2,88,3311.39404296875,107.41197111387145,219.96180796527074,global,Phase 0: 1574.86; Phase 1: 3291.44; Phase 2: 3311.39; Phase 3: 3199.04; Phase 4: 3139.32
DUKE_271,0,2,57,339.9250183105469,107.41197111387145,219.96180796527074,global,Phase 0: 164.44; Phase 1: 317.55; Phase 2: 339.93; Phase 3: 338.86; Phase 4: 338.24
DUKE_275,0,3,89,341.6991882324219,107.41197111387145,219.96180796527074,global,Phase 0: 127.37; Phase 1: 317.58; Phase 2: 341.56; Phase 3: 341.70
DUKE_282,0,2,69,226.47030639648438,107.41197111387145,219.96180796527074,global,Phase 0: 88.83; Phase 1: 221.37; Phase 2: 226.47
DUKE_283,0,3,50,1974.9510498046875,107.41197111387145,219.96180796527074,global,Phase 0: 740.50; Phase 1: 1924.60; Phase 2: 1921.99; Phase 3: 1974.95
DUKE_285,0,2,81,4056.48583984375,107.41197111387145,219.96180796527074,global,Phase 0: 1600.64; Phase 1: 4048.61; Phase 2: 4056.49; Phase 3: 4028.83
DUKE_287,0,3,113,3701.761962890625,107.41197111387145,219.96180796527074,global,Phase 0: 1630.22; Phase 1: 3048.01; Phase 2: 3533.16; Phase 3: 3701.76
DUKE_290,0,3,119,303.0544738769531,107.41197111387145,219.96180796527074,global,Phase 0: 91.63; Phase 1: 247.32; Phase 2: 296.10; Phase 3: 303.05
DUKE_293,0,3,110,369.540283203125,107.41197111387145,219.96180796527074,global,Phase 0: 135.57; Phase 1: 267.05; Phase 2: 347.89; Phase 3: 369.54
DUKE_298,0,3,51,4151.89501953125,107.41197111387145,219.96180796527074,global,Phase 0: 1578.96; Phase 1: 3911.79; Phase 2: 4115.98; Phase 3: 4151.90
DUKE_301,0,1,129,1360.843994140625,107.41197111387145,219.96180796527074,global,Phase 0: 564.27; Phase 1: 1360.84; Phase 2: 1308.72; Phase 3: 1271.51; Phase 4: 1251.48
DUKE_303,0,2,39,4372.93359375,107.41197111387145,219.96180796527074,global,Phase 0: 1767.91; Phase 1: 4121.95; Phase 2: 4372.93; Phase 3: 4363.37; Phase 4: 4312.06
DUKE_304,0,4,75,382.459716796875,107.41197111387145,219.96180796527074,global,Phase 0: 194.43; Phase 1: 342.39; Phase 2: 376.55; Phase 3: 380.65; Phase 4: 382.46
DUKE_306,0,4,89,3768.115478515625,107.41197111387145,219.96180796527074,global,Phase 0: 2233.73; Phase 1: 3179.18; Phase 2: 3445.17; Phase 3: 3641.90; Phase 4: 3768.12
DUKE_307,0,2,78,285.8554992675781,107.41197111387145,219.96180796527074,global,Phase 0: 76.24; Phase 1: 250.51; Phase 2: 285.86; Phase 3: 284.06
DUKE_313,0,2,82,232.22520446777344,107.41197111387145,219.96180796527074,global,Phase 0: 96.22; Phase 1: 226.51; Phase 2: 232.23; Phase 3: 220.56
DUKE_317,0,3,97,3587.201904296875,107.41197111387145,219.96180796527074,global,Phase 0: 1216.01; Phase 1: 3293.69; Phase 2: 3572.57; Phase 3: 3587.20
DUKE_321,0,2,75,741.2360229492188,107.41197111387145,219.96180796527074,global,Phase 0: 294.97; Phase 1: 697.58; Phase 2: 741.24; Phase 3: 693.42; Phase 4: 664.60
DUKE_323,0,3,64,459.63092041015625,107.41197111387145,219.96180796527074,global,Phase 0: 154.87; Phase 1: 379.27; Phase 2: 458.97; Phase 3: 459.63
DUKE_328,0,2,90,4897.58203125,107.41197111387145,219.96180796527074,global,Phase 0: 1737.64; Phase 1: 4784.73; Phase 2: 4897.58; Phase 3: 4774.55; Phase 4: 4637.56
DUKE_333,0,1,58,2954.8251953125,107.41197111387145,219.96180796527074,global,Phase 0: 1427.10; Phase 1: 2954.83; Phase 2: 2879.95; Phase 3: 2883.92; Phase 4: 2794.91
DUKE_335,0,4,59,441.1375732421875,107.41197111387145,219.96180796527074,global,Phase 0: 182.21; Phase 1: 349.14; Phase 2: 407.53; Phase 3: 431.11; Phase 4: 441.14
DUKE_338,0,1,105,1877.181396484375,107.41197111387145,219.96180796527074,global,Phase 0: 703.16; Phase 1: 1877.18; Phase 2: 1842.86; Phase 3: 1651.53; Phase 4: 1514.80
DUKE_345,0,3,83,4104.736328125,107.41197111387145,219.96180796527074,global,Phase 0: 1543.94; Phase 1: 3927.63; Phase 2: 4067.23; Phase 3: 4104.74; Phase 4: 4100.67
DUKE_346,0,3,102,2517.3740234375,107.41197111387145,219.96180796527074,global,Phase 0: 682.76; Phase 1: 2154.70; Phase 2: 2453.68; Phase 3: 2517.37
DUKE_350,0,1,87,3669.518310546875,107.41197111387145,219.96180796527074,global,Phase 0: 1341.94; Phase 1: 3669.52; Phase 2: 3628.04; Phase 3: 3548.27
DUKE_353,0,3,74,254.3647003173828,107.41197111387145,219.96180796527074,global,Phase 0: 140.02; Phase 1: 212.63; Phase 2: 241.67; Phase 3: 254.36
DUKE_356,0,3,72,162.25355529785156,107.41197111387145,219.96180796527074,global,Phase 0: 57.70; Phase 1: 138.32; Phase 2: 157.10; Phase 3: 162.25; Phase 4: 158.23
DUKE_360,0,2,90,4394.345703125,107.41197111387145,219.96180796527074,global,Phase 0: 1802.27; Phase 1: 4257.20; Phase 2: 4394.35; Phase 3: 4303.13; Phase 4: 4242.82
DUKE_363,0,3,96,426.7781982421875,107.41197111387145,219.96180796527074,global,Phase 0: 194.00; Phase 1: 364.58; Phase 2: 409.34; Phase 3: 426.78
DUKE_368,0,3,87,282.6784362792969,107.41197111387145,219.96180796527074,global,Phase 0: 105.76; Phase 1: 220.17; Phase 2: 265.97; Phase 3: 282.68
DUKE_377,0,2,93,3232.408203125,107.41197111387145,219.96180796527074,global,Phase 0: 1189.53; Phase 1: 3059.81; Phase 2: 3232.41; Phase 3: 3131.30
DUKE_378,0,2,92,4033.760986328125,107.41197111387145,219.96180796527074,global,Phase 0: 1277.55; Phase 1: 3886.36; Phase 2: 4033.76; Phase 3: 3961.17; Phase 4: 3751.48
DUKE_383,0,3,55,3440.434814453125,107.41197111387145,219.96180796527074,global,Phase 0: 1601.23; Phase 1: 3187.73; Phase 2: 3388.28; Phase 3: 3440.43; Phase 4: 3412.18
DUKE_385,0,3,123,352.2854309082031,107.41197111387145,219.96180796527074,global,Phase 0: 131.31; Phase 1: 307.42; Phase 2: 345.35; Phase 3: 352.29
DUKE_386,0,2,90,140.06568908691406,107.41197111387145,219.96180796527074,global,Phase 0: 51.98; Phase 1: 139.63; Phase 2: 140.07; Phase 3: 134.55; Phase 4: 130.13
DUKE_387,0,2,70,4489.97802734375,107.41197111387145,219.96180796527074,global,Phase 0: 1791.40; Phase 1: 4119.05; Phase 2: 4489.98; Phase 3: 4453.12; Phase 4: 4353.90
DUKE_395,0,3,74,2621.447021484375,107.41197111387145,219.96180796527074,global,Phase 0: 1020.51; Phase 1: 2370.04; Phase 2: 2533.51; Phase 3: 2621.45
DUKE_397,0,3,59,1651.0216064453125,107.41197111387145,219.96180796527074,global,Phase 0: 717.50; Phase 1: 1483.76; Phase 2: 1611.46; Phase 3: 1651.02
DUKE_398,0,1,44,310.0696716308594,107.41197111387145,219.96180796527074,global,Phase 0: 139.04; Phase 1: 310.07; Phase 2: 224.67; Phase 3: 222.37
DUKE_399,0,3,76,3795.717529296875,107.41197111387145,219.96180796527074,global,Phase 0: 1260.11; Phase 1: 3376.74; Phase 2: 3750.83; Phase 3: 3795.72; Phase 4: 3737.01
DUKE_400,0,2,57,3152.092529296875,107.41197111387145,219.96180796527074,global,Phase 0: 1633.10; Phase 1: 2903.81; Phase 2: 3152.09; Phase 3: 3140.99; Phase 4: 3138.97
DUKE_406,0,4,122,943.18017578125,107.41197111387145,219.96180796527074,global,Phase 0: 316.19; Phase 1: 900.61; Phase 2: 863.57; Phase 3: 941.57; Phase 4: 943.18
DUKE_407,0,3,96,1569.2796630859375,107.41197111387145,219.96180796527074,global,Phase 0: 765.50; Phase 1: 1425.81; Phase 2: 1564.09; Phase 3: 1569.28
DUKE_408,0,3,117,1311.6707763671875,107.41197111387145,219.96180796527074,global,Phase 0: 620.15; Phase 1: 1145.82; Phase 2: 1308.10; Phase 3: 1311.67; Phase 4: 1309.15
DUKE_412,0,3,107,2723.4736328125,107.41197111387145,219.96180796527074,global,Phase 0: 1120.85; Phase 1: 2143.91; Phase 2: 2600.31; Phase 3: 2723.47
DUKE_414,0,2,98,3754.262939453125,107.41197111387145,219.96180796527074,global,Phase 0: 1040.43; Phase 1: 3451.71; Phase 2: 3754.26; Phase 3: 3734.33
DUKE_420,0,3,55,378.11474609375,107.41197111387145,219.96180796527074,global,Phase 0: 205.43; Phase 1: 360.22; Phase 2: 376.09; Phase 3: 378.11
DUKE_424,0,3,68,3484.8779296875,107.41197111387145,219.96180796527074,global,Phase 0: 1574.93; Phase 1: 3147.52; Phase 2: 3470.14; Phase 3: 3484.88; Phase 4: 3423.71
DUKE_428,0,3,106,307.75439453125,107.41197111387145,219.96180796527074,global,Phase 0: 151.90; Phase 1: 284.29; Phase 2: 304.94; Phase 3: 307.75
DUKE_429,0,2,80,380.1829833984375,107.41197111387145,219.96180796527074,global,Phase 0: 180.53; Phase 1: 344.18; Phase 2: 380.18; Phase 3: 377.70
DUKE_431,0,3,50,493.9743347167969,107.41197111387145,219.96180796527074,global,Phase 0: 235.65; Phase 1: 471.39; Phase 2: 493.88; Phase 3: 493.97; Phase 4: 477.91
DUKE_435,0,2,79,3030.275390625,107.41197111387145,219.96180796527074,global,Phase 0: 1383.19; Phase 1: 2865.48; Phase 2: 3030.28; Phase 3: 3020.42; Phase 4: 2942.18
DUKE_437,0,3,69,445.9989013671875,107.41197111387145,219.96180796527074,global,Phase 0: 317.77; Phase 1: 408.43; Phase 2: 438.55; Phase 3: 446.00
DUKE_438,0,2,87,3407.353271484375,107.41197111387145,219.96180796527074,global,Phase 0: 1405.90; Phase 1: 3066.49; Phase 2: 3407.35; Phase 3: 3400.84
DUKE_441,0,3,80,3649.79541015625,107.41197111387145,219.96180796527074,global,Phase 0: 1472.61; Phase 1: 3136.82; Phase 2: 3547.32; Phase 3: 3649.80; Phase 4: 3543.35
DUKE_444,0,3,88,3333.47900390625,107.41197111387145,219.96180796527074,global,Phase 0: 1241.82; Phase 1: 3172.72; Phase 2: 3287.36; Phase 3: 3333.48
DUKE_454,0,3,82,300.1644592285156,107.41197111387145,219.96180796527074,global,Phase 0: 116.03; Phase 1: 265.62; Phase 2: 299.71; Phase 3: 300.16
DUKE_457,0,2,64,392.8430480957031,107.41197111387145,219.96180796527074,global,Phase 0: 168.93; Phase 1: 371.82; Phase 2: 392.84; Phase 3: 389.98; Phase 4: 371.22
DUKE_464,0,2,39,428.2607421875,107.41197111387145,219.96180796527074,global,Phase 0: 172.31; Phase 1: 414.68; Phase 2: 428.26; Phase 3: 422.04; Phase 4: 418.14
